Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area
2019,9,29,20,17,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,5##,E 17TH AV,Riley Park
2019,9,29,20,22,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,25##,E 40TH AV,Renfrew-Collingwood
2019,9,29,20,44,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,38##,W 12TH AV,West Point Grey
2019,9,29,20,56,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,38##,W 10TH AV,West Point Grey
2019,9,29,20,58,ENG - Water & Sewer,Waterworks Design,Water Conservation Violation,45##,DUNBAR ST,Dunbar-Southlands
2019,9,29,20,59,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,26##,WALLACE ST,West Point Grey
2019,9,29,21,8,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,41##,W 10TH AV,West Point Grey
2019,9,29,21,9,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,32##,PIERVIEW CRESCENT,Killarney
2019,9,29,21,54,ENG - Streets,Streets Operations,Pothole - Repair,4##,E BROADWAY,Mount Pleasant
2019,9,29,22,0,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,14##,W GEORGIA ST,West End
2019,9,29,22,3,ENG - Streets,Streets Operations,Pothole - Repair,55##,GRANVILLE ST,Shaughnessy
2019,9,29,22,5,ENG - Streets,Streets Operations,Pothole - Repair,11##,W 37TH AV,Shaughnessy
2019,9,29,22,7,ENG - Streets,Streets Operations,Pothole - Repair,15##,NANTON AV,Shaughnessy
2019,9,29,22,9,ENG - Streets,Streets Operations,Pothole - Repair,28##,W 20TH AV,Arbutus-Ridge
2019,9,29,22,17,DBL - Inspections,Property Use,PUI Noise Complaint Case,54##,CECIL ST,Renfrew-Collingwood
2019,9,29,22,20,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,33##,PARKER ST,Hastings-Sunrise
2019,9,29,22,50,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,8##,E BROADWAY,Mount Pleasant
2019,9,29,22,56,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,27##,E 38TH AV,Renfrew-Collingwood
2019,9,29,23,3,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,27##,E 38TH AV,Renfrew-Collingwood
2019,9,29,23,12,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,62##,BRUCE ST,Victoria-Fraserview
2019,9,29,23,20,DBL - Inspections,Property Use,PUI Noise Complaint Case,3##,W 1ST AV,Mount Pleasant
2019,9,29,23,49,DBL - Inspections,Property Use,PUI Noise Complaint Case,11##,PENDRELL ST,West End
2019,9,29,23,57,ENG - Streets,Streets Operations,Pothole - Repair,4##,E BROADWAY,Mount Pleasant
2019,9,30,1,24,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,64##,MACKENZIE PLACE,Kerrisdale
2019,9,30,1,58,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,57##,JOYCE ST,Killarney
2019,9,30,2,1,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,11##,QUEBEC ST,Downtown
2019,9,30,2,9,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,3##,UNADDRESSED LOCATION,
2019,9,30,4,31,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,32##,E BROADWAY,Hastings-Sunrise
2019,9,30,4,46,DBL - Inspections,Property Use,PUI Noise Complaint Case,1##,E CORDOVA ST,Downtown
2019,9,30,6,25,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,46##,GLADSTONE ST,Kensington-Cedar Cottage
2019,9,30,6,44,DBL - Inspections,Property Use,PUI Noise Complaint Case,6##,HOWE ST,Downtown
2019,9,30,7,33,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,31##,PENTICTON ST,Renfrew-Collingwood
2019,9,30,7,34,ENG - Streets,Streets Operations,Sidewalk - Repair,63##,SOPHIA ST,Sunset
2019,9,30,7,34,ENG - Waste Management & Resource Recovery,Sanitation Operations,Parks Litter Can or Cart Request,14##,HOMER ST,Downtown
2019,9,30,7,49,ENG - Streets,Streets Operations,Streets - General Issues,31##,W 2ND AV,Kitsilano
2019,9,30,8,9,ENG - Water & Sewer,Waterworks Operations,Water Pressure or No Water Issue,10##,W GEORGIA ST,Downtown
2019,9,30,8,13,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,Intersection,MACDONALD ST and W 6TH AV,Kitsilano
2019,9,30,8,13,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,31##,W 31ST AV,Dunbar-Southlands
2019,9,30,8,18,DBL - Inspections,Property Use,PUI Noise Complaint Case,6##,HOWE ST,Downtown
2019,9,30,8,38,ENG - Streets,Streets Operations,Streets - General Issues,9##,W CORDOVA ST,Downtown
2019,9,30,8,40,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,28##,W 6TH AV,Kitsilano
2019,9,30,8,41,ENG - Water & Sewer,Waterworks Operations,Water Service Turn On/Off Request,44##,DUNBAR ST,Dunbar-Southlands
2019,9,30,8,44,ENG - Water & Sewer,Waterworks Operations,Water Service Turn On/Off Request,44##,DUNBAR ST,Dunbar-Southlands
2019,9,30,8,46,ENG - Water & Sewer,Waterworks Operations,Water Service Turn On/Off Request,44##,DUNBAR ST,Dunbar-Southlands
2019,9,30,8,47,ENG - Water & Sewer,Waterworks Operations,Water Service Turn On/Off Request,44##,DUNBAR ST,Dunbar-Southlands
2019,9,30,8,48,ENG - Water & Sewer,Waterworks Operations,Water Service Turn On/Off Request,44##,DUNBAR ST,Dunbar-Southlands
2019,9,30,8,56,ENG - Waste Management & Resource Recovery,Sanitation Operations,Parks Litter Can or Cart Request,43##,W 2ND AV,West Point Grey
2019,9,30,8,59,ENG - Streets,Streets Operations,Street - Surface Water Flooding,36##,ANGUS DRIVE,Shaughnessy
2019,9,30,9,3,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,28##,W 7TH AV,Kitsilano
2019,9,30,9,3,ENG - Streets,Streets Operations,Street - Surface Water Flooding,19##,W KING EDWARD AV,Shaughnessy
2019,9,30,9,5,ENG - Streets,Streets Operations,Street - Repair,1900, - 1999 W 3RD AV,Kitsilano
2019,9,30,9,6,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,15##,E 1ST AV,Grandview-Woodland
2019,9,30,9,7,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,59##,WALES ST,Victoria-Fraserview
2019,9,30,9,8,ENG - Streets,Streets Operations,Pothole - Repair,28##,POINT GREY ROAD,Kitsilano
2019,9,30,9,8,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,47##,JOYCE ST,Renfrew-Collingwood
2019,9,30,9,13,ENG - Office of the Deputy GM - Engineering,Kent Construction Supplies and Services,Snow and Ice Removal - Sidewalk Bylaw Inquiry,41##,CYPRESS CRESCENT,Shaughnessy
2019,9,30,9,21,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,BEATTY ST and SMITHE ST,Downtown
2019,9,30,9,22,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,CAMBIE BRIDGE and CAMBIE ST and W 2ND AV and W 5TH AV,Mount Pleasant
2019,9,30,9,23,ENG - Streets,Streets Operations,Street - Repair,27##,WINDSOR ST,Mount Pleasant
2019,9,30,9,27,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,13##,W 7TH AV,Fairview
2019,9,30,9,30,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,79##,HUDSON ST,Marpole
2019,9,30,9,40,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,15##,E 12TH AV,Kensington-Cedar Cottage
2019,9,30,9,47,ENG - Water & Sewer,Waterworks Operations,Water Hydrant Issue,18##,DISCOVERY ST,West Point Grey
2019,9,30,9,48,ENG - Water & Sewer,Waterworks Operations,Water General Inquiry,14##,E 59TH AV,Victoria-Fraserview
2019,9,30,9,49,ENG - Streets,Streets Operations,Street - Repair,8##,W 15TH AV,Fairview
2019,9,30,9,50,ENG - Streets,Streets Operations,Streets - General Issues,14##,E 59TH AV,Victoria-Fraserview
2019,9,30,9,52,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,34##,DUNDAS ST,Hastings-Sunrise
2019,9,30,9,58,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,Intersection,N VICTORIA DRIVE and POWELL ST and VICTORIA DRIVE,Grandview-Woodland
2019,9,30,9,58,ENG - Water & Sewer,Waterworks Operations,Water General Inquiry,57##,HAROLD ST,Killarney
2019,9,30,9,58,ENG - Streets,Streets Operations,Street - Repair,18##,GRAVELEY ST,Grandview-Woodland
2019,9,30,10,1,ENG - Water & Sewer,Sewers Operations,Sewer Manhole Issues,Intersection,BOUNDARY ROAD and RUMBLE AV,
2019,9,30,10,1,ENG - Water & Sewer,Waterworks Operations,Water General Work Request,6##,STAMP'S LANDING,Fairview
2019,9,30,10,4,ENG - Water & Sewer,Waterworks Operations,Water General Inquiry,23##,W 18TH AV,Arbutus-Ridge
2019,9,30,10,9,ENG - Water & Sewer,Sewers Operations,Sewer Manhole Issues,Intersection,ARBOR AV and BOUNDARY ROAD,
2019,9,30,10,15,ENG - Water & Sewer,Waterworks Operations,Water Service Turn On/Off Request,15##,W 62ND AV,Marpole
2019,9,30,10,19,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,50##,MANOR ST,Renfrew-Collingwood
2019,9,30,10,22,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,56##,ABERDEEN ST,Renfrew-Collingwood
2019,9,30,10,28,ENG - Streets,Streets Operations,Pothole - Repair,66##,CULLODEN ST,Sunset
2019,9,30,10,40,DBL - Inspections,Property Use,PUI Noise Complaint Case,11##,W HASTINGS ST,Downtown
2019,9,30,10,42,DBL - Inspections,Property Use,PUI General Inquiry Case,11##,KINGSWAY,Kensington-Cedar Cottage
2019,9,30,10,45,ENG - Streets,Streets Operations,Pothole - Repair,1200, - 1299 JERVIS ST,West End
2019,9,30,10,46,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,83##,ST. GEORGE ST,Sunset
2019,9,30,10,53,ENG - Waste Management & Resource Recovery,Transfer and Landfill Operations,Transfer Station & Recycling - General Inquiries,3##,W KENT AV NORTH,Marpole
2019,9,30,10,53,ENG - Streets,Streets Operations,Street - Repair,41##,W 10TH AV,West Point Grey
2019,9,30,11,3,ENG - Streets,Streets Operations,Streets - General Issues,Intersection,KINGSWAY and VICTORIA DRIVE,Kensington-Cedar Cottage
2019,9,30,11,5,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,30##,W 2ND AV,Kitsilano
2019,9,30,11,6,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,3##,UNADDRESSED LOCATION,
2019,9,30,11,6,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,39##,POINT GREY ROAD,West Point Grey
2019,9,30,11,6,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,1800, - 1899 THORNTON ST,Strathcona
2019,9,30,11,8,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,2##,E 24TH AV,Riley Park
2019,9,30,11,16,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,Intersection,GRANDVIEW HIGHWAY and GRANDVIEW HWY SOUTH and KASLO ST,Renfrew-Collingwood
2019,9,30,11,25,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,5##,RICHARDS ST,Downtown
2019,9,30,11,26,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,32##,FINDLAY ST,Kensington-Cedar Cottage
2019,9,30,11,27,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,6##,BURRARD ST,Downtown
2019,9,30,11,27,ENG - Streets,Streets Operations,Pothole - Repair,6##,SMITHE ST,Downtown
2019,9,30,11,45,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,31##,E 14TH AV,Renfrew-Collingwood
2019,9,30,11,47,ENG - Water & Sewer,Sewers Operations,Sewer General Inquiries,16##,W 75TH AV,Marpole
2019,9,30,11,54,DBL - Licensing & Animal Services,Animal Services,Animal Control General Inquiry Case,4##,W 12TH AV,Mount Pleasant
2019,9,30,11,59,DBL - Inspections,Property Use,PUI Noise Complaint Case,6##,HOWE ST,Downtown
2019,9,30,12,6,ENG - Streets,Streets Operations,Street - Surface Water Flooding,66##,ARGYLE ST,Victoria-Fraserview
2019,9,30,12,18,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,2##,E GEORGIA ST,Strathcona
2019,9,30,12,24,DBL - Inspections,Property Use,PUI Noise Complaint Case,1##,W HASTINGS ST,Downtown
2019,9,30,12,27,ENG - Streets,Streets Operations,Sidewalk - Repair,37##,W 36TH AV,Dunbar-Southlands
2019,9,30,12,30,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,5500, - 5599 NANAIMO ST,Renfrew-Collingwood
2019,9,30,12,30,DBL - Inspections,Property Use,PUI Noise Complaint Case,11##,W HASTINGS ST,Downtown
2019,9,30,12,30,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,5600, - 5699 NANAIMO ST,Renfrew-Collingwood
2019,9,30,12,32,ENG - Streets,Streets Operations,Street - Surface Water Flooding,66##,KNIGHT ST,Sunset
2019,9,30,12,35,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,31##,ONTARIO ST,Mount Pleasant
2019,9,30,12,35,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,N NANAIMO ST and WALL ST,Hastings-Sunrise
2019,9,30,12,39,ENG - Water & Sewer,Sewers Operations,Sewer General Inquiries,33##,QUEENS AV,Renfrew-Collingwood
2019,9,30,12,40,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,8##,W 46TH AV,Oakridge
2019,9,30,12,47,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,1700, - 1899 COTTRELL ST,Strathcona
2019,9,30,12,48,DBL - Inspections,Property Use,PUI Noise Complaint Case,1##,W HASTINGS ST,Downtown
2019,9,30,12,49,DBL - Inspections,Building,Building Inspection Cancellation Case,62##,ARGYLE ST,Victoria-Fraserview
2019,9,30,12,52,ENG - Streets,Streets Operations,Sidewalk - Repair,24##,ADANAC ST,Hastings-Sunrise
2019,9,30,12,55,DBL - Licensing & Animal Services,License Office,Gone Out of Business Case,35##,W 17TH AV,Dunbar-Southlands
2019,9,30,13,5,ENG - Streets,Streets Operations,Street - Repair,56##,STANLEY PARK DRIVE,
2019,9,30,13,8,ENG - Water & Sewer,Waterworks Operations,Water Hydrant Issue,7##,E 56TH AV,Sunset
2019,9,30,13,14,ENG - Streets,Streets Operations,Street - Repair,35##,CAMBRIDGE ST,Hastings-Sunrise
2019,9,30,13,15,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,19##,SW MARINE DRIVE,Kerrisdale
2019,9,30,13,19,ENG - Streets,Streets Operations,Street - Surface Water Flooding,65##,LIME ST,Kerrisdale
2019,9,30,13,37,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,28##,W 14TH AV,Kitsilano
2019,9,30,13,48,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,43##,W 8TH AV,West Point Grey
2019,9,30,13,53,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,11##,E 33RD AV,Kensington-Cedar Cottage
2019,9,30,13,56,ENG - Streets,Streets Operations,Bridges & Structures - Repair,14##,ONTARIO ST,Mount Pleasant
2019,9,30,14,2,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,5##,ATLANTIC ST,Strathcona
2019,9,30,14,2,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,Intersection,BURNABY ST and CARDERO ST,West End
2019,9,30,14,11,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,17##,E 28TH AV,Kensington-Cedar Cottage
2019,9,30,14,14,ENG - Water & Sewer,Waterworks Operations,Water Leaks/Breaks,84##,CORNISH ST,Marpole
2019,9,30,14,24,ENG - Streets,Streets Operations,Pothole - Repair,12##,HOWE ST,Downtown
2019,9,30,14,52,ENG - Waste Management & Resource Recovery,Sanitation Operations,Collection Calendar Mail-Out Request,1##,W 12TH AV,Mount Pleasant
2019,9,30,14,55,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,42##,GRANVILLE ST,Shaughnessy
2019,9,30,15,14,ENG - Streets,Streets Operations,Sidewalk - Repair,Intersection,LAUREL ST and W 26TH AV,South Cambie
2019,9,30,15,14,Public Safety - Fire,Prevention,Fire Reinspection Request for Firehall,11##,HORNBY ST,Downtown
2019,9,30,15,22,ENG - Streets,Streets Operations,Sidewalk - Repair,4100, - 4199 LAUREL ST,South Cambie
2019,9,30,15,39,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,2##,E 4TH AV,Mount Pleasant
2019,9,30,15,40,DBL - Inspections,Property Use,PUI Noise Complaint Case,5##,CARDERO ST,Downtown
2019,9,30,15,47,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,58##,WILLOW ST,Oakridge
2019,9,30,15,48,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,58##,WILLOW ST,Oakridge
2019,9,30,15,50,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,Intersection,ARBUTUS ST and W 2ND AV,Kitsilano
2019,9,30,15,50,ENG - Streets,Streets Operations,Sidewalk - Repair,4##,E 60TH AV,Sunset
2019,9,30,15,52,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,32##,LARCH ST,Arbutus-Ridge
2019,9,30,15,55,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,12##,W 27TH AV,Shaughnessy
2019,9,30,15,59,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,35##,CORSICA WAY,Killarney
2019,9,30,16,0,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,5##,W HASTINGS ST,Downtown
2019,9,30,16,9,ENG - Streets,Streets Operations,Sidewalk - Repair,1##,E 59TH AV,Sunset
2019,9,30,16,17,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,61##,COLLINGWOOD PLACE,Dunbar-Southlands
2019,9,30,16,19,DBL - Inspections,Property Use,PUI Noise Complaint Case,11##,W PENDER ST,Downtown
2019,9,30,16,19,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,8##,W 13TH AV,Fairview
2019,9,30,16,19,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Pole Repair,14##,MCRAE AV,Shaughnessy
2019,9,30,16,22,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,2##,E 10TH AV,Mount Pleasant
2019,9,30,16,27,ENG - Water & Sewer,Sewers Operations,Sewer Pipe Inquiries,5##,PRIOR ST,Strathcona
2019,9,30,16,28,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,##,W HASTINGS ST,Downtown
2019,9,30,16,42,ENG - Streets,Streets Operations,Pothole - Repair,34##,WELWYN ST,Kensington-Cedar Cottage
2019,9,30,16,49,Public Safety - Fire,Prevention,FPB_General Inquiry Case,1##,W 2ND AV,Mount Pleasant
2019,9,30,16,53,DBL - Licensing & Animal Services,Animal Services,Lost Pets Case,19##,DUNBAR ST,Kitsilano
2019,9,30,17,0,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,14##,W BROADWAY,Fairview
2019,9,30,17,16,DBL - Inspections,Property Use,PUI Noise Complaint Case,5##,CARDERO ST,Downtown
2019,9,30,17,16,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,25##,BROCK ST,Renfrew-Collingwood
2019,9,30,17,41,ENG - Water & Sewer,Waterworks Operations,Water Hydrant Issue,1##,W 12TH AV,Mount Pleasant
2019,9,30,17,47,ENG - Waste Management & Resource Recovery,Sanitation Operations,Dead Animal Pickup Case,6##,SMITHE ST,Downtown
2019,9,30,17,55,ENG - Streets,Streets Operations,Trees and Vegetation Encroachment - City Property,44##,ROSS ST,Kensington-Cedar Cottage
2019,9,30,17,57,ENG - Water & Sewer,Sewers Operations,Catch Basin Issues,##,W HASTINGS ST,Downtown
2019,9,30,18,27,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Pole Repair,1##,E 19TH AV,Riley Park
2019,9,30,18,50,ENG - Streets,"Streets, Traffic and Electrical Operations",Street Light - Out,16##,W 68TH AV,Marpole
2019,9,30,19,5,ENG - Streets,"Streets, Traffic and Electrical Operations",Sign - Repair,Intersection,E 24TH AV and WINDSOR ST,Kensington-Cedar Cottage
