Corridor Name,StartStreetName,EndStreetName,Route No.,District,Inspector,Side of Street,Type of Street,Clean Corridor,Fiscal Year,Quarter of Inspection,Year/Month,Date of Inspection,Start Time,End Time,Sweeping Day(s),Sweeping Time(s),streetclean_cleanto5,1.1 Litter Count,2.1,2.1 Litter Count,2.2,2.3,2.4,2.5,avg_graffiti,3.2,3.3,4.1,4.2,perc_cleanaroundtrashbin,4.4,4.5,4.6,4.0 Pass?,5.1,5.2,5.3,5.4
Mission,22nd Street,Cesar Chavez,29,9,MNC,West,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/13/2010 0:00,5:00 PM,8:00 PM,Everyday,12:01-6am,2,7.2,1.9,6.88,97,0,Yes,Yes,0,11.6,23.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
24th Street,Potrero,Folsom,30,10,MNC,South,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/15/2010 0:00,6:00 PM,9:00 PM,Mon/Wed/Fri,6-8am,2.05,8.7,2,7.15,97,0,Yes,No,0,12.4,19.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
3rd Street,20th Street,Evans,19,10,MNC,West,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/19/2010 0:00,2:00 PM,5:00 PM,Tues/Thurs,2-6am,2,8.6,1.97,8.12,96.9,0,Yes,No,0,17,17.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
3rd Street,Evans,Quesada,20,10,MNC,North,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/19/2010 0:00,5:00 PM,8:00 PM,Tue/Thurs,2-6am,2.1,9.23,2,8.65,97,0,Yes,No,0,14.2,30.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Bayshore,Hester,Sunnydale,21,10,MNC,West,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/22/2010 0:00,8:00 PM,10:00 PM,Mon/Wed/Fri,7-8am,2,9.17,2,7.55,97,0,Yes,No,0,12.8,24.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Leland,Bayshore,Cora,23,10,MNC,South,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/12/2010 0:00,9:00 PM,11:00 PM,Fri,7-8am,2,6.6,1.83,6.07,97,0,Yes,Yes,0,1.4,5.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
San Bruno,Silliman,Wayland,22,10,MNC,East,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/21/2010 0:00,8:00 PM,10:00 PM,Tues/Thurs,7-8am,2.07,8.73,2,8,97,0,Yes,No,0,16,25.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Ocean,Phelan,Capitol,37,11,MNC,North,Commercial,Yes,2010-2011,Q1,2011-01-Jul,7/27/2010 0:00,7:00 PM,10:00 PM,Mon/Thurs,7-8am,2.17,10.03,1.93,7.6,96.7,0,Yes,No,0.4,9.4,19.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Anza,25th Avenue,30th Avenue,2,1,MNC,North,Residential,No,2010-2011,Q1,2011-02-Aug,8/8/2010 0:00,10:00 AM,12:00 PM,2nd & 4th Fri,9-11am,2,9,1.8,6.7,97,0,Yes,Yes,0,1.4,1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Clement,21st Avenue,26th Avenue,1,1,MNC,South,Commercial,No,2010-2011,Q1,2011-02-Aug,8/25/2010 0:00,7:00 AM,9:00 AM,Tues/Thurs,7-9am,2.1,10,1.9,7.9,96.8,0,Yes,No,0,6.2,11.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Fillmore,Union,Chestnut,3,2,MNC,East,Commercial,No,2010-2011,Q1,2011-02-Aug,8/3/2010 0:00,6:00 AM,8:00 AM,Mon/Wed/Fri,6-8am,2.5,13.5,1.75,6.88,96.8,0,Yes,No,0,6,7,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,87.5,100,100,100
Franklin,Broadway,Greenwich,4,2,MNC,West,Residential,No,2010-2011,Q1,2011-02-Aug,8/26/2010 0:00,6:00 AM,8:00 AM,1st & 3rd Thurs,8-10am,1.7,5.5,1.8,5.9,97,0,Yes,Yes,0,2.4,1.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Battery,Union,Broadway,5,3,MNC,North,Commercial,No,2010-2011,Q1,2011-02-Aug,8/2/2010 0:00,2:00 AM,4:00 AM,Tues/Thurs,2-6am,1.83,8.83,1.89,7.56,97,0,Yes,Yes,0.33,3.33,4.67,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Washington,Larkin,Mason,6,3,MNC,North,Residential,No,2010-2011,Q1,2011-02-Aug,8/3/2010 0:00,2:00 AM,4:00 AM,Not Posted,Not Posted,2,9.35,1.88,6.38,97,0,Yes,Yes,0,3,2.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Lincoln,30th Avenue,35th Avenue,8,4,MNC,North,Residential,No,2010-2011,Q1,2011-02-Aug,8/11/2010 0:00,9:00 AM,11:00 AM,1st & 3rd Tues,9-11am,1.9,6.7,2,6.3,97,0,Yes,Yes,0,2.4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Taraval,19th Avenue,24th Avenue,42,4,MNC,South,Commercial,No,2010-2011,Q1,2011-02-Aug,8/5/2010 0:00,12:00 PM,2:00 PM,Mon/Wed/Fri/Sun,7-8am,2,8.4,1.9,7.1,97,0,Yes,Yes,0,6.8,7.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Fillmore,Post,California,9,5,MNC,East,Commercial,No,2010-2011,Q1,2011-02-Aug,8/18/2010 0:00,12:00 PM,2:00 PM,Tues/Thurs/Sun,6-8am,1.88,8.88,1.88,5.88,97,0,Yes,Yes,0,8,14.75,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Webster,Ellis,Fulton,10,5,MNC,West,Residential,No,2010-2011,Q1,2011-02-Aug,8/3/2010 0:00,12:00 AM,3:00 AM,Mon/Wed,8-10am,1.9,7.4,2,8.1,97,0,Yes,Yes,0.2,1.8,2.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,96.4,100,100,100
16th Street,Guerrero,Capp,11,6,MNC,South,Commercial,No,2010-2011,Q1,2011-02-Aug,8/11/2010 0:00,9:00 PM,12:00 AM,Mon/Wed/Fri/Sat,2-6am,2.37,13.42,1.93,8.3,96.7,0,Yes,No,0,14.33,24,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Brannan,Embarcadero,3rd Street,12,6,MNC,West,Residential,No,2010-2011,Q1,2011-02-Aug,8/19/2010 0:00,2:00 AM,5:00 AM,Mon,12-6am,1.93,8.7,1.68,6.06,97,0,Yes,Yes,0,7,8.67,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Monterey,San Rafael,Santa Clara,14,7,MNC,South,Residential,No,2010-2011,Q1,2011-02-Aug,8/4/2010 0:00,10:00 AM,12:00 PM,2nd & 4th Wed,10-12pm,1.07,2.63,1.07,2.07,98.1,0,Yes,Yes,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Taraval,14th Avenue,19th Avenue,13,7,MNC,South,Commercial,No,2010-2011,Q1,2011-02-Aug,8/24/2010 0:00,7:00 AM,9:00 AM,Mon/Wed,7-8am,2,8.7,2,8.2,97,0,Yes,Yes,0,3.4,6.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,88.9,100,100,100
Market,Laguna,Noe,15,8,MNC,South,Commercial,No,2010-2011,Q1,2011-02-Aug,8/3/2010 0:00,1:00 PM,3:00 PM,Everyday,2-6am,2,9.93,1.89,6.8,97,0,Yes,No,0,2.4,8.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Noe,Market,Duboce,16,8,MNC,West,Residential,No,2010-2011,Q1,2011-02-Aug,8/16/2010 0:00,9:00 AM,11:00 AM,Fri,8-10am,1.8,7.56,1.76,6.44,96.9,0,Yes,No,0,2,3.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Cesar Chavez,Shotwell,Guerrero,17,9,MNC,South,Commercial,No,2010-2011,Q1,2011-02-Aug,8/4/2010 0:00,6:00 PM,8:00 PM,Mon/Fri,6-8am,1.84,8.24,1.96,6.66,97,0,Yes,No,0.4,5,4.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.3,100,100,100
Silver,Barneveld,Dunsmuir,18,9,MNC,North,Residential,No,2010-2011,Q1,2011-02-Aug,8/16/2010 0:00,8:00 AM,11:00 AM,Thurs,8-11am,2.14,10.94,2,7.11,96.8,0,Yes,No,0,7.4,9.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
16th Street,De Haro,Potrero,19,10,MNC,South,Commercial,No,2010-2011,Q1,2011-02-Aug,8/18/2010 0:00,12:00 AM,3:00 AM,Tues/Thurs ,12-6am,2.1,14.55,1.6,5.8,97,0,Yes,No,0,1.8,6.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Blanken,Tunnel,Gillette,20,10,MNC,South,Residential,No,2010-2011,Q1,2011-02-Aug,8/9/2010 0:00,8:00 PM,10:00 PM,Fri,8-10am,1.5,5,1.5,4.7,97,0,Yes,Yes,0,3.2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Brazil,Mission,Edinburgh,22,11,MNC,North,Residential,No,2010-2011,Q1,2011-02-Aug,8/9/2010 0:00,10:00 AM,12:00 PM,Wed,8-10am,2,8.7,1.9,5.9,96.9,0,Yes,Yes,0,4.6,5.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Clement,Arguello,5th Avenue,14,1,MNC,South,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/15/2010 0:00,7:00 AM,9:00 AM,Tues/Thurs/Sun,7-8am,1.75,6.5,1.88,7.25,97,0,Yes,Yes,0,3.75,12.75,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Geary,17th Avenue,23rd Avenue,11,1,MNC,South,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/14/2010 0:00,10:00 AM,12:00 PM,Mon/Wed/Fri/Sat,7-9am,1.65,7.1,1.65,5.1,97,0,Yes,Yes,0.4,6.2,15.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Grant,Broadway,California,2,3,MNC,North,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/7/2010 0:00,9:00 AM,11:00 AM,Mon/Fri,2-6am,1.77,8.13,1.7,5.67,97,0,Yes,No,0,13.4,22,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,,,,
Stockton,Green,Sacramento,3,3,MNC,North,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/1/2010 0:00,1:00 PM,3:00 PM,Everyday,4-6am,2.2,11.2,1.9,8.03,96.7,0,No,No,0,16,39,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,,,,
Taraval,18th Avenue,23rd Avenue,42,4,MNC,South,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/28/2010 0:00,2:00 PM,5:00 PM,Mon/Wed/Fri/Sat,2-6am,2,7.4,2,6.7,97,0,Yes,Yes,1.2,8,14.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Haight,Stanyan,Masonic,16,5,MNC,North,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/14/2010 0:00,7:00 PM,9:00 PM,Mon/Wed/Fri,7-9am,2.17,11.57,2.05,9.15,96.5,0,Yes,Yes,0,15.6,23.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Irving,6th Avenue,Funston,41,5,MNC,South,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/9/2010 0:00,2:00 AM,5:00 AM,Tues,7-8am,1.85,7.5,1.9,6.55,97,0,Yes,Yes,0.6,8.6,6.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,Duboce,18th Street,27,6,MNC,West,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/23/2010 0:00,6:00 AM,8:00 AM,Mon/Wed/Fri,12:01-6am,2.41,13.75,2.24,10.1,96.5,0,No,No,0,16,41.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,60.5,94.7,100,100
Ocean,Capitol,Manor,38,7,MNC,North,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/29/2010 0:00,11:30 AM,1:30 PM,Mon/Thurs,7-8am,1.87,7.82,1.88,6.57,96.9,0,Yes,Yes,0,11.8,18.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
West Portal,Ulloa,14th Avenue,39,7,MNC,North,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/7/2010 0:00,2:30 AM,4:30 AM,Mon/Wed/Fri/Sat,5-7am,2.5,13.55,2,9.54,97,0,Yes,Yes,0,19,19,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
18th Street,Church,Dolores,25,8,MNC,South,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/28/2010 0:00,8:30 AM,9:30 AM,Mon,6-8am,2.5,13.5,2,6.25,96.5,0,Yes,No,0,13,18,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Church,Duboce,18th Street,26,8,MNC,East,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/15/2010 0:00,7:00 PM,9:00 PM,Tues/Thurs,6-8am,2.09,9.07,1.76,6.34,97,0,Yes,No,0,12.2,17.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,98.5,98.5,98.5,98.5
24th Street,Folsom,Valencia,31,9,MNC,South,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/14/2010 0:00,3:00 AM,5:00 AM,Mon/Wed/Fri,6-8am,2.2,10.85,2.1,9.3,96.9,0,Yes,No,0,4.6,9.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,18th Street,22nd Street,28,9,MNC,West,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/23/2010 0:00,8:00 AM,10:00 AM,Everyday,4-6am,2.06,9.56,1.94,6.94,96.9,0,Yes,No,0,18,51.5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Mission,22nd Street,Cesar Chavez,29,9,MNC,West,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/23/2010 0:00,10:00 AM,12:00 PM,Everyday,4-6am,2,7.2,1.9,6.88,97,0,Yes,Yes,0,11.6,23.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
24th Street,Potrero,Folsom,30,10,MNC,South,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/14/2010 0:00,12:00 AM,2:00 AM,Mon/Wed/Fri,6-8am,2.45,12.25,1.9,7.55,96.7,0,Yes,No,0,9.4,17.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
3rd Street,20th Street,Evans,19,10,MNC,West,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/21/2010 0:00,2:00 PM,5:00 PM,Mon/Wed/Fri/Sat/Sun,2-6am,1.93,8.22,2,6.55,96.9,0,Yes,No,0.6,7.6,12.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,94.7,100,100,100
Blanken,Tunnel,Gillette,20,10,MNC,South,Residential,No,2010-2011,Q2,2011-04-Oct,10/18/2010 0:00,8:00 PM,10:00 PM,Fri,8-10am,2.1,10.1,2,8.2,96.8,0,Yes,No,0,2.8,1.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
3rd Street,Evans,Quesada,20,10,MNC,West,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/21/2010 0:00,5:00 PM,8:00 PM,Mon/Wed/Fri/Sat/Sun,2-6am,2.28,11.17,2,7.69,96.5,0,Yes,No,0,18,35.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,92.4,100,100,100
Bayshore,Hester,Sunnydale,21,10,MNC,West,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/16/2010 0:00,6:00 PM,8:00 PM,Mon/Wed/Fri,7-8am,1.83,6.62,1.78,5.43,97,0,Yes,Yes,0,2.6,6.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Leland,Bayshore,Cora,23,10,MNC,North,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/15/2010 0:00,11:00 PM,1:00 AM,Fri,7-8am,1.93,8.87,1.67,5.8,97,0,Yes,Yes,0,5.8,7.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
San Bruno,Silliman,Wayland,22,10,MNC,West,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/7/2010 0:00,9:00 PM,11:00 PM,Mon/Wed/Fri,7-8am,2.57,13.25,1.87,7.75,96.5,0,Yes,No,0,10.8,22,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,73.7,100,100,100
Ocean,Phelan,Capitol,37,11,MNC,North,Commercial,Yes,2010-2011,Q1,2011-03-Sep,9/29/2010 0:00,8:30 AM,11:30 AM,Mon/Thurs,7-8am,1.87,7.23,1.8,5.5,97.1,0,Yes,Yes,0,4,10.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Anza,25th Avenue,30th Avenue,2,1,MNC,South,Residential,No,2010-2011,Q2,2011-04-Oct,10/4/2010 0:00,10:00 AM,12:00 PM,2nd & 4th Mon,10am-12pm,2.3,11.3,1.8,8.6,96.7,0,Yes,No,0,1.6,2.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.9,100,100,100
Clement,21st Avenue,26th Avenue,1,1,MNC,South,Commercial,No,2010-2011,Q2,2011-04-Oct,10/4/2010 0:00,7:00 AM,9:00 AM,Tues/Thurs,7-9am,2.4,13.2,2,9.5,96.8,0,Yes,No,0,5.6,9.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Fillmore,Union,Chestnut,3,2,MNC,East,Commercial,No,2010-2011,Q2,2011-04-Oct,10/5/2010 0:00,6:00 AM,8:00 AM,Mon/Wed/Fri,6-8am,2.38,12.38,2,7.88,96.6,0,Yes,No,0,7.5,9.5,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Franklin,Broadway,Greenwich,4,2,MNC,West,Residential,No,2010-2011,Q2,2011-04-Oct,10/14/2010 0:00,6:00 AM,8:00 AM,1st & 3rd Thurs,8-10am,2,9.3,1.8,6.7,96.9,0,Yes,Yes,0,2.6,2.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Battery,Union,Broadway,5,3,MNC,North,Commercial,No,2010-2011,Q2,2011-04-Oct,10/6/2010 0:00,2:00 AM,4:00 AM,Tues/Thurs,2-6am,2,8.83,2.17,7.67,96.8,0,Yes,Yes,0,2.33,1.33,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Washington,Larkin,Mason,6,3,MNC,North,Residential,No,2010-2011,Q2,2011-04-Oct,10/5/2010 0:00,2:00 AM,4:00 AM,Not Posted,Not Posted,2.02,9.85,1.87,6.85,96.9,0,Yes,No,0,6.6,11.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Lincoln,30th Avenue,35th Avenue,8,4,MNC,South,Residential,No,2010-2011,Q2,2011-04-Oct,10/14/2010 0:00,9:00 AM,11:00 AM,1st & 3rd Tues,9-11am,1.9,9.8,2.1,8.5,96.8,0,Yes,No,0,1.2,1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Taraval,19th Avenue,24th Avenue,42,4,MNC,North,Commercial,No,2010-2011,Q2,2011-04-Oct,10/4/2010 0:00,2:00 PM,5:00 PM,Tues/Thurs/Sun,2-6am,2.3,11.33,2,7.2,96.7,0,Yes,No,0,4.2,5.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Fillmore,Post,California,9,5,MNC,East,Commercial,No,2010-2011,Q2,2011-04-Oct,10/8/2010 0:00,6:00 AM,8:00 AM,Tues/Thurs/Sun,6-8am,2,11.38,2,6.25,97,0,Yes,Yes,0,9.25,9.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Webster,Ellis,Fulton,10,5,MNC,West,Residential,No,2010-2011,Q2,2011-04-Oct,10/7/2010 0:00,8:00 AM,11:00 AM,Mon/Wed,8-10am,2.1,8.2,2,7.2,97.2,0,Yes,No,0.2,5.4,5.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,89.7,100,100,100
16th Street,Guerrero,Capp,11,6,MNC,South,Commercial,No,2010-2011,Q2,2011-04-Oct,10/7/2010 0:00,4:00 PM,7:00 PM,Mon/Wed/Fri/Sat,2-6am,2.67,15.92,2.17,10.5,96.2,0,Yes,No,0,15.33,32.67,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,68.8,100,100,100
Brannan,Embarcadero,3rd Street,12,6,MNC,East,Residential,No,2010-2011,Q2,2011-04-Oct,10/8/2010 0:00,12:00 PM,3:00 PM,Tues,12-6am,2.27,11.13,2.13,9.73,96.7,0,No,No,0,9.33,15.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Monterey,San Rafael,Santa Clara,14,7,MNC,South,Residential,No,2010-2011,Q2,2011-04-Oct,10/6/2010 0:00,10:00 AM,12:00 PM,2nd & 4th Wed,10-12pm,1.07,2.07,1.07,1.57,98.1,0,Yes,Yes,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Taraval,14th Avenue,19th Avenue,13,7,MNC,North,Commercial,No,2010-2011,Q2,2011-04-Oct,10/12/2010 0:00,7:00 AM,9:00 AM,Mon/Wed,7-8am,2.3,11.9,2,8.1,96.6,0,Yes,No,0,2.8,3,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Market,Laguna,Noe,15,8,MNC,South,Commercial,No,2010-2011,Q2,2011-04-Oct,10/26/2010 0:00,1:00 PM,3:00 PM,Everyday,2-6am,2,8.57,2,8.35,97,0,Yes,No,0,7.4,8.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Noe,Market,Duboce,16,8,MNC,West,Commercial,No,2010-2011,Q2,2011-04-Oct,10/11/2010 0:00,9:00 AM,11:00 AM,Fri,8-10am,2.4,12.52,2,9.64,96.6,0,Yes,No,0,4.8,3.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Cesar Chavez,Shotwell,Guerrero,17,9,MNC,North,Commercial,No,2010-2011,Q2,2011-04-Oct,10/15/2010 0:00,6:00 PM,8:00 PM,Tues/Thurs,6-8am,2.1,8.55,2,6.8,96.9,0,Yes,No,0,6.8,14.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Silver,Barneveld,Dunsmuir,18,9,MNC,North,Residential,No,2010-2011,Q2,2011-04-Oct,10/15/2010 0:00,8:00 AM,11:00 AM,Tues,8-11am,2.08,8.51,1.8,7.02,96.9,0,Yes,No,0,8.4,14.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
16th Street,De Haro,Potrero,19,10,MNC,South,Commercial,No,2010-2011,Q2,2011-04-Oct,10/15/2010 0:00,12:00 PM,3:00 PM,Tues/Thurs ,12-6am,2.05,9.75,2.1,9,96.9,0,Yes,No,0,5.4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Brazil,Mission,Edinburgh,22,11,MNC,South,Residential,No,2010-2011,Q2,2011-04-Oct,10/19/2010 0:00,10:00 AM,12:00 PM,Wed,8-10am,2.2,11.5,2,7.5,96.7,0,Yes,No,0,3.2,4.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,100,100
Clement,Arguello,5th Avenue,14,1,MNC,South,Commercial,Yes,2010-2011,Q2,2011-05-Nov,11/3/2010 0:00,8:00 PM,10:00 PM,Tues/Thurs/Sun,7-8am,2.25,10.75,2,8.5,96.8,0,Yes,No,0,6.75,13.25,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,100,100,100,100
Geary,17th Avenue,23rd Avenue,11,1,MNC,North,Commercial,Yes,2010-2011,Q2,2011-05-Nov,11/19/2010 0:00,7:00 PM,9:00 PM,Tues/Thurs/Sun,7-9am,2.2,11.45,2,9.4,96.8,0,Yes,No,0.2,9.2,16.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,86.7,100,100,100
Grant,Broadway,California,2,3,MNC,North,Commercial,Yes,2010-2011,Q2,2011-05-Nov,11/1/2010 0:00,2:00 PM,5:00 PM,Mon/Fri,2-6am,2.33,12.43,2,9.97,96.6,0,Yes,No,0,17.2,34.2,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,,,,
Stockton,Green,Sacramento,3,3,MNC,North,Commercial,Yes,2010-2011,Q2,2011-05-Nov,11/1/2010 0:00,5:00 PM,7:00 PM,Everyday,4-6am,2.67,15.6,2.03,12.47,96.2,0,Yes,No,0,25.8,46.6,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,,,,
Taraval,18th Avenue,23rd Avenue,42,4,MNC,South,Commercial,Yes,2010-2011,Q2,2011-05-Nov,11/9/2010 0:00,2:00 PM,5:00 PM,Mon/Wed/Fri/Sat,2-6am,2.3,13.2,2,9,96.7,0,Yes,No,1.8,5.6,18.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,91.7,100,100,100
Haight,Stanyan,Masonic,16,5,MNC,North,Commercial,Yes,2010-2011,Q2,2011-05-Nov,11/11/2010 0:00,7:00 PM,9:00 PM,Mon/Wed/Fri,7-9am,2.53,15.18,2,10.97,96.5,0,No,No,0.2,18,27.4,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,80.6,100,100,100
Irving,6th Avenue,Funston,41,5,MNC,South,Commercial,Yes,2010-2011,Q2,2011-05-Nov,11/3/2010 0:00,2:00 AM,5:00 AM,Tues,7-8am,2.1,10.2,2,8.85,87.7,0,Yes,No,0,9,18.4,100.00%,100.00%,87.50%,100.00%,100.00%,100.00%,Yes,85.7,100,100,100
Mission,Duboce,18th Street,27,6,MNC,West,Commercial,Yes,2010-2011,Q2,2011-05-Nov,11/2/2010 0:00,12:00 PM,3:00 PM,Mon/Wed/Fri,12:01-6am,2.28,12.73,2.2,10.58,96.6,0,No,No,0,18.8,36.8,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,76.3,100,100,100
Ocean,Capitol,Manor,38,7,MNC,North,Commercial,Yes,2010-2011,Q2,2011-05-Nov,11/9/2010 0:00,10:00 PM,1:00 AM,Mon/Thurs,7-8am,2.37,13.5,2,9.97,96.7,0,Yes,No,0,11.2,23,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,Yes,82.9,100,100,100
